plant_genus_species,taxon,MF,abscission_num,herbarium,date,month,month_cat,day,year,doy,state,phenology,county,ch_leafremoved,skel,unknown.lesions,stippling,blotch.mine,serpentine.mine,leafminer.oviholes,leaf.galls,leaf.roller,sooty.mould,aphids,spidermites,softscaleinsects
gaylussacia_baccata,asterid,M,,NEBC,9-Jun-01,6,June,9,1901,160,Massachusetts,flowering,Essex,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,GH,1-Jun-02,6,June,1,1902,152,Massachusetts,flowering,Essex,0,0,0,0,0,0,0,0,0,2,0,0,1
gaylussacia_baccata,asterid,M,,NEBC,3-May-25,5,May,3,1925,123,Massachusetts,flowering,Essex,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,GH,19-Aug-01,8,August,19,1901,231,Massachusetts,not,Essex,3,0,1,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NEBC,30-May-14,5,May,30,1914,150,Massachusetts,"buds, but not yet flowering",Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NEBC,7-Jun-35,6,June,7,1935,158,Massachusetts,not,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,15448,NEBC,9-Jun-35,6,June,9,1935,160,Massachusetts,not,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,2129,GH,23-Aug-03,8,August,23,1903,235,Massachusetts,not,Middlesex,1,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,10161,NEBC,26-Aug-13,8,August,26,1913,238,Massachusetts,not,Middlesex,3,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NEBC,6-Sep-20,9,September,6,1920,250,Massachusetts,not,Middlesex,4,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NEBC,23-May-34,5,May,23,1934,143,Massachusetts,not,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,13233,NEBC,16-Jul-34,7,July,16,1934,197,Massachusetts,not,Bristol,3,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NEBC,10-Jun-16,6,June,10,1916,162,Massachusetts,not,Barnstable,1,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,15354,NEBC,10-Jun-16,6,June,10,1916,162,Massachusetts,flowering,Barnstable,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,392,NEBC,16-Jun-12,6,June,16,1912,168,Massachusetts,flowering,Barnstable,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NEBC,1-Jun-13,6,June,1,1913,152,Massachusetts,flowering,Barnstable,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,18929,NEBC,10-Aug-19,8,August,10,1919,222,Massachusetts,not,Barnstable,2,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NEBC,10-Jun-16,6,June,10,1916,162,Massachusetts,flowering,Barnstable,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,2479,NEBC,28-Jun-14,6,June,28,1914,179,Massachusetts,not,Harwick,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,AA,22-Aug-25,8,August,22,1925,234,Massachusetts,not,Dukes,2,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,1310,GH,29-Jun-16,6,June,29,1916,181,Massachusetts,not,Dukes,0,0,1,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,AA,16-Jul-22,7,July,16,1922,197,Massachusetts,not,Dukes,3,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,AA,4-Aug-28,8,August,4,1928,217,Massachusetts,not,Nantucket,3,0,3,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NEBC,13-Jun-15,6,June,13,1915,164,Massachusetts,not,Worcester,3,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,26794,NEBC,6-Jun-51,6,June,6,1951,157,Massachusetts,not,Worcester,2,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,6044,NEBC,27-Sep-42,9,September,27,1942,270,Massachusetts,not,Worcester,2,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,14140,NEBC,30-May-14,5,May,30,1914,150,Massachusetts,flowering,Worcester,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,26792,NEBC,26-May-51,5,May,26,1951,146,Massachusetts,flowering,Worcester,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NEBC,14-May-15,5,May,14,1915,134,Massachusetts,not,Franklin,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NEBC,28-May-15,5,May,28,1915,148,Massachusetts,flowering,Hampshire,0,0,2,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NEBC,17-May-13,5,May,17,1913,137,Massachusetts,not,Hampden,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NEBC,17-May-13,5,May,17,1913,137,Massachusetts,flowering,Hampden,1,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,510,GH,21-Jun-26,6,June,21,1926,172,Massachusetts,flowering,Hampden,2,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NEBC,18-May-13,5,May,18,1913,138,Massachusetts,flowering,Hampden,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NEBC,20-Aug-04,8,August,20,1904,233,Massachusetts,not,Berkshire,0,1,0,0,1,0,1,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,GH,16-Jun-19,6,June,16,1919,167,Massachusetts,flowering,Berkshire,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NEBC,30-May-19,5,May,30,1919,150,Massachusetts,flowering,Berkshire,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,12653,GH,27-May-33,5,May,27,1933,147,Connecticut,flowering,Windham,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NEBC,17-May-09,5,May,17,1909,137,Connecticut,not,New London,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,GH,5-Aug-02,8,August,5,1902,217,Connecticut,not,Southington,0,2,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,2495,GH,24-Sep-10,9,September,24,1910,267,Connecticut,not,Gray,3,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NEBC,31-May-03,5,May,31,1903,151,Connecticut,flowering,Litchfield,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NEBC,1-Jun-09,6,June,1,1909,152,Connecticut,flowering,New London,1,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NEBC,30-May-11,5,May,30,1911,150,Rhode_Island,not,Providence,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NEBC,22-May-11,5,May,22,1911,142,Rhode_Island,flowering,Providence,0,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NEBC,28-May-14,5,May,28,1914,148,Rhode_Island,flowering,Providence,3,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,GH,21-Aug-13,8,August,21,1913,233,Rhode_Island,not,Newport,4,3,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,,NEBC,30-Aug-19,8,August,30,1919,242,Rhode_Island,not,Washington,4,0,0,0,0,0,0,0,0,0,0,0,0
gaylussacia_baccata,asterid,M,11408,NEBC,5-Sep-14,9,September,5,1914,248,Rhode_Island,not,Washington,3,0,0,1,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,NEBC,6-Sep-14,9,September,6,1914,249,Massachusetts,not,Essex,1,1,0,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,487,NEBC,14-Jun-32,6,June,14,1932,166,Massachusetts,flowering,Essex,5,2,0,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,NEBC,14-Jun-33,6,June,14,1933,165,Massachusetts,flowering,Middlesex,2,0,4,2,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,GH,5-Jun-04,6,June,5,1904,157,Massachusetts,flowering,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,NEBC,7-Jun-35,6,June,7,1935,158,Massachusetts,buds,Middlesex,2,1,0,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,NEBC,18-Jun-39,6,June,18,1939,169,Massachusetts,flowering,Middlesex,5,0,0,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,GH,18-Jun-13,6,June,18,1913,169,Massachusetts,flowering,Middlesex,2,0,1,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,OA,21-Jun-40,6,June,21,1940,173,Massachusetts,flowering,Middlesex,5,0,2,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,4742,AA,6-Dec-12,12,December,6,1912,341,Massachusetts,not,Norfolk,0,0,3,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,NEBC,22-Jun-12,6,June,22,1912,174,Massachusetts,flowering,Plymouth,1,0,2,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,12271,NEBC,18-Jun-12,6,June,18,1912,170,Massachusetts,flowering,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,25092,NEBC,1-Jul-50,7,July,1,1950,182,Massachusetts,flowering,Worcester,1,0,3,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,15340,NEBC,20-May-16,5,May,20,1916,141,Massachusetts,not,Worcester,5,0,0,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,3627,NEBC,30-May-12,5,May,30,1912,151,Massachusetts,not,Worcester,2,0,3,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,NEBC,10-May-12,5,May,10,1912,131,Massachusetts,not,Worcester,1,0,4,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,NEBC,14-May-15,5,May,14,1915,134,Massachusetts,not,Franklin,0,0,0,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,NEBC,15-May-15,5,May,15,1915,135,Massachusetts,not,Franklin,0,0,0,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,NEBC,5-May-15,5,May,5,1915,125,Massachusetts,not,Franklin,1,0,1,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,NEBC,11-May-12,5,May,11,1912,132,Massachusetts,not,Franklin,1,0,2,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,GH,24-Jun-25,6,June,24,1925,175,Massachusetts,flowering,Franklin,1,0,0,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,NEBC,17-May-13,5,May,17,1913,137,Massachusetts,not,Hampshire,1,0,0,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,520,GH,12-Aug-12,8,August,12,1912,225,Massachusetts,not,Hampshire,0,0,0,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,NEBC,17-May-13,5,May,17,1913,137,Massachusetts,not,Hampden,0,0,0,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,197,GH,25-Jun-14,6,June,25,1914,176,Massachusetts,flowering,Hampden,2,0,4,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,NEBC,18-May-13,5,May,18,1913,138,Massachusetts,not,Hampden,1,0,0,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,86,NEBC,17-May-13,5,May,17,1913,137,Massachusetts,not,Hampden,2,0,3,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,NEBC,30-May-19,5,May,30,1919,150,Massachusetts,not,Berkshire,3,0,3,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,10134,GH,24-Jun-13,6,June,24,1913,175,Massachusetts,flowering,Berkshire,3,0,0,1,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,NEBC,30-May-19,5,May,30,1919,150,Massachusetts,not,Berkshire,3,0,0,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,NEBC,10-Jun-19,6,June,10,1919,161,Massachusetts,flowering,Berkshire,1,0,3,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,NEBC,10-Jun-22,6,June,10,1922,161,Rhode_Island,flowering,Providence,0,0,0,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,NEBC,19-Jun-12,6,June,19,1912,171,Rhode_Island,flowering,Kent,3,0,0,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,GH,18-Jun-08,6,June,18,1908,170,Rhode_Island,flowering,Washington,0,0,2,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,NEBC,31-Aug-19,8,August,31,1919,243,Rhode_Island,not,Washington,1,0,0,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,GH,17-Jun-05,6,June,17,1905,168,Connecticut,flowering,New London,2,0,0,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,115,NEBC,7-Jun-04,6,June,7,1904,159,Connecticut,flowering,Hartford,2,3,0,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,NEBC,30-Jun-11,6,June,30,1911,181,Connecticut,flowering,Fairfield,0,0,5,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,10426,GH,13-Sep-27,9,September,13,1927,256,Connecticut,not,Fairfield,4,0,0,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,NEBC,7-Sep-02,9,September,7,1902,250,Connecticut,not,New Haven,0,0,0,0,0,0,0,0,0,0,0,0,0
kalmia_angustifolia,asterid,M,,NEBC,3-Jul-03,7,July,3,1903,184,Rhode_Island,flowering,Providence,1,0,1,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,612,NEBC,14-Aug-32,8,August,14,1932,227,Massachusetts,flowering,Essex,5,0,0,5,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,12539,NEBC,30-Sep-56,9,September,30,1956,274,Massachusetts,not,Essex,4,0,0,2,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,9315,NEBC,8-Oct-53,10,October,8,1953,281,Massachusetts,not,Essex,2,0,0,5,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,,NEBC,2-Aug-21,8,August,2,1921,214,Massachusetts,not,Middlesex,,0,0,3,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,,NEBC,7-Sep-14,9,September,7,1914,250,Massachusetts,not,Middlesex,1,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,3171,NEBC,16-Aug-03,8,August,16,1903,228,Massachusetts,flowering,Middlesex,,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,15646,NEBC,18-Jul-15,7,July,18,1915,199,Massachusetts,not,Middlesex,5,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,23538,NEBC,15-Aug-23,8,August,15,1923,227,Massachusetts,flowering,Suffolk,2,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,9904,GH,15-Oct-06,10,October,15,1906,288,Massachusetts,not,Suffolk,,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,,GH,11-Aug-11,8,August,11,1911,223,Massachusetts,flowering,Suffolk,2,0,0,1,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,,GH,11-Aug-11,8,August,11,1911,223,Massachusetts,flowering,Norfolk,1,1,0,0,0,0,1,0,0,0,0,0,0
lycopus_americanus,asterid,M,,NEBC,10-Sep-11,9,September,10,1911,253,Massachusetts,not,Plymouth,3,0,0,0,0,0,3,0,0,0,0,0,0
lycopus_americanus,asterid,M,,NEBC,15-Sep-16,9,September,15,1916,259,Massachusetts,not,Plymouth,3,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,,NEBC,24-Aug-07,8,August,24,1907,236,Massachusetts,flowering,Bristol,3,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,,NEBC,10-Aug-07,8,August,10,1907,222,Massachusetts,flowering,Bristol,2,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,,NEBC,28-Sep-29,9,September,28,1929,271,Massachusetts,not,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,19060,NEBC,18-Aug-19,8,August,18,1919,230,Massachusetts,flowering,Barnstable,4,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,775,NEBC,5-Sep-09,9,September,5,1909,248,Massachusetts,flowering,Barnstable,1,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,161265,NEBC,16-Sep-16,9,September,16,1916,260,Massachusetts,flowering,Barnstable,2,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,419,NEBC,7-Aug-07,8,August,7,1907,219,Massachusetts,not,Barnstable,0,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,,NEBC,1-Aug-07,8,August,1,1907,213,Massachusetts,flowering,Barnstable,0,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,C-35,NEBC,15-Aug-17,8,August,15,1917,227,Massachusetts,flowering,Dukes,4,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,2970,NEBC,2-Sep-27,9,September,2,1927,245,Massachusetts,flowering,Dukes,2,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,2004,GH,5-Sep-17,9,September,5,1917,248,Massachusetts,not,Dukes,3,0,0,0,0,0,2,0,0,0,0,0,0
lycopus_americanus,asterid,M,2777,NEBC,26-Aug-27,8,August,26,1927,238,Massachusetts,flowering,Dukes,2,0,0,1,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,63882,NEBC,10-Aug-31,8,August,10,1931,222,Massachusetts,flowering,Worcester,0,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,16336,NEBC,1-Sep-39,9,September,1,1939,244,Massachusetts,flowering,Worcester,3,0,0,3,0,0,2,0,0,0,0,0,0
lycopus_americanus,asterid,M,,NEBC,1-Sep-13,9,September,1,1913,244,Massachusetts,flowering,Franklin,1,0,0,1,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,,NEBC,5-Oct-11,10,October,5,1911,278,Massachusetts,not,Franklin,0,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,,NEBC,10-Aug-12,8,August,10,1912,223,Massachusetts,flowering,Hampshire,3,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,,NEBC,17-May-13,5,May,17,1913,137,Massachusetts,not,Hampden,0,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,,NEBC,20-Aug-13,8,August,20,1913,232,Massachusetts,not,Hampden,1,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,,NEBC,2-Aug-15,8,August,2,1915,214,Massachusetts,flowering,Berkshire,0,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,,NEBC,21-Jul-21,7,July,21,1921,202,Rhode_Island,flowering,Providence,0,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,,NEBC,28-Sep-29,9,September,28,1929,271,Rhode_Island,not,Newport,0,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,11424,NEBC,8-Sep-14,9,September,8,1914,251,Rhode_Island,not,Kent,3,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,,NEBC,11-Jun-27,6,June,11,1927,162,Rhode_Island,not,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,,NEBC,27-Sep-16,9,September,27,1916,271,Rhode_Island,not,Newport,0,2,0,0,0,0,0,0,0,0,0,0,0
lycopus_americanus,asterid,M,,GH,16-Aug-06,8,August,16,1906,228,Connecticut,flowering,New London,1,0,0,0,0,0,1,0,0,0,0,0,0
lycopus_americanus,asterid,M,,NEBC,2-Jul-03,7,July,2,1903,183,Connecticut,flowering,Hartford,1,0,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,NA,NEBC,29-Jul-20,7,July,29,1920,211,Massachusetts,not,Middlesex,0,5,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,2685,NEBC,11-Sep-07,9,September,11,1907,254,Massachusetts,not,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,2511,GRAY,27-Sep-13,9,September,27,1913,270,Massachusetts,not,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,1069,NEBC,18-Jul-01,7,July,18,1901,199,Massachusetts,not,Essex,0,0,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,NA,NEBC,30-Jun-52,6,June,30,1952,182,Massachusetts,not,Essex,0,2,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,79,NEBC,4-Oct-31,10,October,4,1931,277,Massachusetts,not,Essex,0,0,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,F,1376,AA,30-Jun-23,6,June,30,1923,181,Massachusetts,not,Essex,0,0,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,10,NEBC,6-Jul-13,7,July,6,1913,187,Massachusetts,flowering,Essex,0,0,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,8122,NEBC,5-Jul-52,7,July,5,1952,187,Massachusetts,not,Essex,0,0,2,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,F,NA,AA,20-Aug-37,8,August,20,1937,232,Massachusetts,not,Essex,0,0,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,NA,NEBC,10-Jul-04,7,July,10,1904,192,Massachusetts,not,Suffolk,0,0,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,NA,NEBC,12-Jul-33,7,July,12,1933,193,Massachusetts,flowering,Norfolk,0,2,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,2576,NEBC,10-Jul-10,7,July,10,1910,191,Massachusetts,flowering,Norfolk,0,0,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,NA,NEBC,28-Sep-29,9,September,28,1929,271,Massachusetts,not,Bristol,2,1,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,NA,NEBC,1-Jul-03,7,July,1,1903,182,Massachusetts,not,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,NA,NEBC,10-Jun-16,6,June,10,1916,162,Massachusetts,not,Barnstable,NA,NA,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,F,NA,NEBC,30-Jun-00,6,June,30,1900,182,Massachusetts,flowering,Barnstable,1,1,1,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,2652,NEBC,3-Aug-14,8,August,3,1914,215,Massachusetts,flowering,Barnstable,2,0,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,17286,NEBC,22-Aug-18,8,August,22,1918,234,Massachusetts,not,Barnstable,0,0,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,18980,NEBC,22-Jul-19,7,July,22,1919,203,Massachusetts,flowering,Barnstable,1,3,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,NA,NEBC,16-Sep-16,9,September,16,1916,260,Massachusetts,not,Barnstable,0,0,2,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,2344,NEBC,4-Aug-27,8,August,4,1927,216,Massachusetts,flowering,Dukes,0,0,2,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,7182,NEBC,18-Jul-11,7,July,18,1911,199,Massachusetts,flowering,Dukes,1,0,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,NA,NEBC,11-Jul-54,7,July,11,1954,192,Massachusetts,flowering,Worcester,0,0,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,NA,NEBC,30-Jul-35,7,July,30,1935,211,Massachusetts,not,Worcester,0,3,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,2475,NEBC,20-Sep-30,9,September,20,1930,263,Massachusetts,not,Worcester,0,0,0,1,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,NA,NEBC,24-Jun-34,6,June,24,1934,175,Massachusetts,not,Worcester,0,0,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,59389,NEBC,15-Jul-30,7,July,15,1930,196,Massachusetts,flowering,Hampshire,0,0,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,650,GRAY,13-Aug-12,8,August,13,1912,226,Massachusetts,not,Hampshire,0,1,3,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,NA,NEBC,17-Aug-15,8,August,17,1915,229,Massachusetts,not,Berkshire,0,0,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,45540,GRAY,23-Aug-41,8,August,23,1941,235,Rhode_Island,not,Providence,1,1,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,NA,NEBC,18-Jul-08,7,July,18,1908,200,Rhode_Island,flowering,Providence,2,1,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,732,NEBC,7-Jul-13,7,July,7,1913,188,Rhode_Island,not,Providence,0,0,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,658,NEBC,30-Jun-06,6,June,30,1906,181,Rhode_Island,not,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,1409,NEBC,3-Sep-14,9,September,3,1914,246,Rhode_Island,not,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,NA,NEBC,2-Jul-03,7,July,2,1903,183,Connecticut,not,Windham,2,0,4,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,NA,NEBC,11-Jun-22,6,June,11,1922,162,Connecticut,not,Windham,1,0,0,0,0,0,0,0,0,0,0,0,0
lysimachia_terrestris,asterid,M,NA,NEBC,31-Aug-19,8,August,31,1919,243,Connecticut,not,New_London,0,4,0,0,0,0,0,0,0,0,0,0,0
